system,scenario_id,domain,kind,fault,expected_terminal,expected_effect_count,disposition,first_outcome,second_outcome,effect_count,effect_committed,violation_accepted,security_correct,lifecycle_correct,reason,latency_ns,bundle_bytes
EffectBoundPermit,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600015,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,470916,12354
Gateway+Finality,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600015,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,600367,12354
CONTINUITY,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600015,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ROOT_FIELD_CONSTRAINT:/action/destination;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized,8700613,12354
PassThrough,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,32508,12354
ToolAllowlist,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5017,12354
GatewayPolicy,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5759,12354
ProvenanceGateway,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,187016,12354
EffectBoundPermit,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,796187,12354
Gateway+Finality,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,661207,12354
CONTINUITY,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600016,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ROOT_FIELD_CONSTRAINT:/action/destination;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized,6676160,12354
PassThrough,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10535,12354
ToolAllowlist,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4817,12354
GatewayPolicy,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5057,12354
ProvenanceGateway,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,168419,12354
EffectBoundPermit,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,509693,12354
Gateway+Finality,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,1268906,12354
CONTINUITY,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600017,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ROOT_FIELD_CONSTRAINT:/action/destination;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized,10180511,12354
PassThrough,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,15694,12354
ToolAllowlist,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,6450,12354
GatewayPolicy,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5838,12354
ProvenanceGateway,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,399671,12354
EffectBoundPermit,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,873150,12354
Gateway+Finality,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,915904,12354
CONTINUITY,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600018,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ROOT_FIELD_CONSTRAINT:/action/destination;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized,8593579,12354
PassThrough,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,12468,12354
ToolAllowlist,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4778,12354
GatewayPolicy,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5228,12354
ProvenanceGateway,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,168639,12354
EffectBoundPermit,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,477045,12354
Gateway+Finality,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,766543,12354
CONTINUITY,attack:workspace:ROOT_FIELD_CONSTRAINT_BYPASS:600019,workspace,attack,ROOT_FIELD_CONSTRAINT_BYPASS,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ROOT_FIELD_CONSTRAINT:/action/destination;E_UNDISCHARGED_ASSUMPTION:0:root-authenticated;E_UNDISCHARGED_ASSUMPTION:1:memory-context-preserved;E_UNDISCHARGED_ASSUMPTION:2:policy-authorized,4387166,12354
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,13209,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5108,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5027,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,171103,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,586918,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,731301,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700000,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4686228,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10876,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5148,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5057,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,178624,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,533108,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,598585,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700001,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4773968,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11037,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4807,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5198,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,170952,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,476715,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,664482,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700002,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,5324622,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10987,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4707,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4938,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,169901,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,592536,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,3106653,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700003,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4669613,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11387,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4837,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5338,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,192875,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,510074,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,623963,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700004,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4650745,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,12058,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4697,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5327,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,168669,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,464036,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,835845,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700005,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,5228209,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10355,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4737,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5458,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,166596,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,499368,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,660967,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700006,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4315350,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,9975,12282
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4456,12282
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5088,12282
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,184753,12282
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,443766,12282
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,606797,12282
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700007,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4224846,12282
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11507,12287
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4927,12287
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4837,12287
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,172505,12287
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,519027,12287
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,631994,12287
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700008,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4594423,12287
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10615,12287
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5408,12287
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,54601,12287
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,179766,12287
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,817578,12287
Gateway+Finality,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,1881321,12287
CONTINUITY,attack:workspace:PRINCIPAL_SUBSTITUTION:700009,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_NOT_PRESERVED:2:/context/principal,4389650,12287
PassThrough,attack:workspace:PRINCIPAL_SUBSTITUTION:700010,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,9725,12302
ToolAllowlist,attack:workspace:PRINCIPAL_SUBSTITUTION:700010,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4717,12302
GatewayPolicy,attack:workspace:PRINCIPAL_SUBSTITUTION:700010,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5808,12302
ProvenanceGateway,attack:workspace:PRINCIPAL_SUBSTITUTION:700010,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,171714,12302
EffectBoundPermit,attack:workspace:PRINCIPAL_SUBSTITUTION:700010,workspace,attack,PRINCIPAL_SUBSTITUTION,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,509503,12302
