system,scenario_id,domain,kind,fault,expected_terminal,expected_effect_count,disposition,first_outcome,second_outcome,effect_count,effect_committed,violation_accepted,security_correct,lifecycle_correct,reason,latency_ns,bundle_bytes
ToolAllowlist,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4577,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,4727,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,178467,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,450656,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,169875,13030
CONTINUITY,ambiguous:multiagent:NONE:6003013,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4282689,13030
PassThrough,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,11187,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4587,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5258,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,177006,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,471307,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,170265,13030
CONTINUITY,ambiguous:multiagent:NONE:6003014,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4248878,13030
PassThrough,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,11507,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4427,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5137,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,177756,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,482264,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,172870,13030
CONTINUITY,ambiguous:multiagent:NONE:6003015,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4394206,13030
PassThrough,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,11938,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,5058,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5108,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,177807,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,495093,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,171998,13030
CONTINUITY,ambiguous:multiagent:NONE:6003016,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4812614,13030
PassThrough,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,15433,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4958,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5678,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,188102,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,543867,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,178588,13030
CONTINUITY,ambiguous:multiagent:NONE:6003017,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4351543,13030
PassThrough,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,11937,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4537,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5007,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,178017,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,532429,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,174632,13030
CONTINUITY,ambiguous:multiagent:NONE:6003018,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4440145,13030
PassThrough,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,12268,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,5178,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5508,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,184196,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,496696,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,172268,13030
CONTINUITY,ambiguous:multiagent:NONE:6003019,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4283340,13030
PassThrough,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10186,13035
ToolAllowlist,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4657,13035
GatewayPolicy,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5468,13035
ProvenanceGateway,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,174141,13035
EffectBoundPermit,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,506490,13035
Gateway+Finality,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,171347,13035
CONTINUITY,ambiguous:multiagent:NONE:6003020,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4237220,13035
PassThrough,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10646,13035
ToolAllowlist,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,5058,13035
GatewayPolicy,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5398,13035
ProvenanceGateway,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,211327,13035
EffectBoundPermit,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,500872,13035
Gateway+Finality,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,171307,13035
CONTINUITY,ambiguous:multiagent:NONE:6003021,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4225633,13035
PassThrough,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10146,13035
ToolAllowlist,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4557,13035
GatewayPolicy,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5398,13035
ProvenanceGateway,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,175153,13035
EffectBoundPermit,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,469184,13035
Gateway+Finality,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,192499,13035
CONTINUITY,ambiguous:multiagent:NONE:6003022,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4524071,13035
PassThrough,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,11016,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4737,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5108,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,199279,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,492610,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,173961,13030
CONTINUITY,ambiguous:multiagent:NONE:6003023,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4220916,13030
PassThrough,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,9705,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4487,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,4657,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,174172,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,470426,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,172349,13030
CONTINUITY,ambiguous:multiagent:NONE:6003024,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4243170,13030
PassThrough,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10286,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4586,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5218,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,178307,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,455073,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,322745,13030
CONTINUITY,ambiguous:multiagent:NONE:6003025,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4474476,13030
PassThrough,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,9765,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4637,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,4867,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,178077,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,450126,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,189455,13030
CONTINUITY,ambiguous:multiagent:NONE:6003026,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4202799,13030
PassThrough,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10355,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4547,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5208,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,194872,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,456595,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,170416,13030
CONTINUITY,ambiguous:multiagent:NONE:6003027,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4181737,13030
PassThrough,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,10936,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4607,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,4897,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,182073,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,482685,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,174001,13030
CONTINUITY,ambiguous:multiagent:NONE:6003028,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4758633,13030
PassThrough,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,12739,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4808,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,5348,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,183836,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,484548,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,171898,13030
CONTINUITY,ambiguous:multiagent:NONE:6003029,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,5984423,13030
PassThrough,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,15273,13030
ToolAllowlist,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,4757,13030
GatewayPolicy,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,policy-allow,6249,13030
ProvenanceGateway,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,181161,13030
EffectBoundPermit,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,EXECUTED,465900,13030
Gateway+Finality,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/parameters/capability,171427,13030
CONTINUITY,ambiguous:multiagent:NONE:6003030,multiagent,ambiguous,NONE,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/parameters/capability,4375568,13030
PassThrough,ambiguous:multiagent:NONE:6003031,multiagent,ambiguous,NONE,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,False,True,False,no-effect-boundary,12349,13030
